User ID- 201382457, Username- mell1433, Q1- 4, Q2- 2, Q3- 3, Q4- 2, Q5- 4, Q6- 3, Q7- 4, Q8- 1, Q9- 2, Q10- 4
User ID- 650040081, Username- staseahr, Q1- 3, Q2- 3, Q3- 3, Q4- 4, Q5- 4, Q6- 2, Q7- 2, Q8- 2, Q9- 2, Q10- 2
User ID- 1856528158, Username- Marinenkova, Q1- 1, Q2- 1, Q3- 4, Q4- 2, Q5- 2, Q6- 2, Q7- 4, Q8- 1, Q9- 2, Q10- 4
User ID- 61281953, Username- None, Q1- 1, Q2- 1, Q3- 3, Q4- 1, Q5- 4, Q6- 1, Q7- 4, Q8- 2, Q9- 4, Q10- 4
User ID- 1810339572, Username- None, Q1- 2, Q2- 2, Q3- 4, Q4- 2, Q5- 1, Q6- 2, Q7- 4, Q8- 1, Q9- 2, Q10- 1
User ID- 6669456794, Username- None, Q1- 4, Q2- 1, Q3- 1, Q4- 4, Q5- 1, Q6- 1, Q7- 1, Q8- 1, Q9- 4, Q10- 1
User ID- 264084689, Username- None, Q1- 3, Q2- 1, Q3- 4, Q4- 2, Q5- 1, Q6- 2, Q7- 4, Q8- 2, Q9- 2, Q10- 1
User ID- 2041648170, Username- Yulalutik, Q1- 1, Q2- 2, Q3- 4, Q4- 4, Q5- 3, Q6- 3, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 2054695277, Username- None, Q1- 2, Q2- 3, Q3- 2, Q4- 2, Q5- 2, Q6- 3, Q7- 4, Q8- 2, Q9- 1, Q10- 1
User ID- 5138614466, Username- KarpJuly, Q1- 4, Q2- 2, Q3- 2, Q4- 3, Q5- 2, Q6- 2, Q7- 4, Q8- 2, Q9- 1, Q10- 2
User ID- 1060396548, Username- None, Q1- 1, Q2- 2, Q3- 3, Q4- 4, Q5- 4, Q6- 2, Q7- 4, Q8- 1, Q9- 4, Q10- 3
User ID- 1246433750, Username- lebedj_belaya, Q1- 2, Q2- 1, Q3- 3, Q4- 1, Q5- 4, Q6- 3, Q7- 1, Q8- 3, Q9- 1, Q10- 4
User ID- 1074833702, Username- None, Q1- 1, Q2- 1, Q3- 1, Q4- 4, Q5- 1, Q6- 1, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 5129504458, Username- anesteziyaAO, Q1- 2, Q2- 4, Q3- 4, Q4- 2, Q5- 2, Q6- 1, Q7- 4, Q8- 4, Q9- 2, Q10- 4
User ID- 930154086, Username- None, Q1- 1, Q2- 4, Q3- 3, Q4- 4, Q5- 1, Q6- 4, Q7- 4, Q8- 4, Q9- 1, Q10- 3
User ID- 1360634805, Username- None, Q1- 1, Q2- 1, Q3- 1, Q4- 4, Q5- 4, Q6- 4, Q7- 1, Q8- 4, Q9- 2, Q10- 4
User ID- 1322905363, Username- None, Q1- 4, Q2- 4, Q3- 3, Q4- 4, Q5- 2, Q6- 1, Q7- 4, Q8- 1, Q9- 1, Q10- 4
User ID- 836448380, Username- Alena_Kupriyanova, Q1- 1, Q2- 1, Q3- 2, Q4- 3, Q5- 3, Q6- 3, Q7- 4, Q8- 4, Q9- 4, Q10- 2
User ID- 836448380, Username- Alena_Kupriyanova, Q1- 1, Q2- 2, Q3- 1, Q4- 4, Q5- 4, Q6- 2, Q7- 2, Q8- 4, Q9- 2, Q10- 3
User ID- 5035225619, Username- None, Q1- 1, Q2- 1, Q3- 2, Q4- 3, Q5- 1, Q6- 3, Q7- 2, Q8- 2, Q9- 4, Q10- 1
User ID- 1827818736, Username- None, Q1- 1, Q2- 1, Q3- 3, Q4- 2, Q5- 1, Q6- 1, Q7- 1, Q8- 2, Q9- 4, Q10- 4
User ID- 2129603693, Username- None, Q1- 4, Q2- 4, Q3- 4, Q4- 2, Q5- 1, Q6- 1, Q7- 4, Q8- 1, Q9- 1, Q10- 4
User ID- 1330327338, Username- justnjn, Q1- 4, Q2- 1, Q3- 3, Q4- 3, Q5- 3, Q6- 2, Q7- 2, Q8- 1, Q9- 4, Q10- 4
User ID- 5269758839, Username- None, Q1- 2, Q2- 2, Q3- 2, Q4- 2, Q5- 2, Q6- 3, Q7- 2, Q8- 3, Q9- 4, Q10- 3
User ID- 6863847460, Username- None, Q1- 2, Q2- 4, Q3- 4, Q4- 2, Q5- 1, Q6- 4, Q7- 2, Q8- 4, Q9- 2, Q10- 4
User ID- 1275501215, Username- tanyaTNK, Q1- 1, Q2- 1, Q3- 2, Q4- 1, Q5- 2, Q6- 1, Q7- 4, Q8- 3, Q9- 4, Q10- 4
User ID- 321653369, Username- None, Q1- 2, Q2- 4, Q3- 4, Q4- 3, Q5- 4, Q6- 4, Q7- 2, Q8- 2, Q9- 2, Q10- 4
User ID- 1138858128, Username- None, Q1- 1, Q2- 1, Q3- 3, Q4- 4, Q5- 1, Q6- 1, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 321653369, Username- None, Q1- 2, Q2- 4, Q3- 4, Q4- 2, Q5- 4, Q6- 2, Q7- 2, Q8- 2, Q9- 2, Q10- 1
User ID- 1227839957, Username- None, Q1- 1, Q2- 1, Q3- 3, Q4- 3, Q5- 4, Q6- 1, Q7- 4, Q8- 4, Q9- 4, Q10- 3
User ID- 5466756680, Username- oksana_krasnova1, Q1- 1, Q2- 2, Q3- 2, Q4- 2, Q5- 4, Q6- 2, Q7- 4, Q8- 1, Q9- 4, Q10- 4
User ID- 5967246509, Username- None, Q1- 4, Q2- 4, Q3- 4, Q4- 4, Q5- 2, Q6- 2, Q7- 4, Q8- 3, Q9- 4, Q10- 3
User ID- 5635641001, Username- None, Q1- 1, Q2- 2, Q3- 3, Q4- 4, Q5- 3, Q6- 1, Q7- 4, Q8- 2, Q9- 4, Q10- 3
User ID- 6211997467, Username- None, Q1- 4, Q2- 4, Q3- 1, Q4- 1, Q5- 2, Q6- 4, Q7- 4, Q8- 3, Q9- 4, Q10- 1
User ID- 1420162603, Username- Kat180586, Q1- 4, Q2- 4, Q3- 4, Q4- 2, Q5- 2, Q6- 2, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 5097844991, Username- None, Q1- 1, Q2- 3, Q3- 2, Q4- 2, Q5- 4, Q6- 3, Q7- 3, Q8- 3, Q9- 3, Q10- 1
User ID- 5217144867, Username- None, Q1- 4, Q2- 1, Q3- 3, Q4- 4, Q5- 4, Q6- 1, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 855379462, Username- None, Q1- 2, Q2- 2, Q3- 4, Q4- 4, Q5- 4, Q6- 4, Q7- 4, Q8- 4, Q9- 4, Q10- 3
User ID- 238859448, Username- Tatula9999, Q1- 3, Q2- 1, Q3- 4, Q4- 4, Q5- 1, Q6- 4, Q7- 4, Q8- 3, Q9- 1, Q10- 1
User ID- 5461178135, Username- None, Q1- 4, Q2- 1, Q3- 4, Q4- 2, Q5- 2, Q6- 3, Q7- 4, Q8- 4, Q9- 4, Q10- 4
User ID- 749158646, Username- CarryCat, Q1- 3, Q2- 2, Q3- 2, Q4- 4, Q5- 2, Q6- 2, Q7- 4, Q8- 3, Q9- 3, Q10- 1
User ID- 1370651076, Username- HataliaN, Q1- 1, Q2- 3, Q3- 4, Q4- 4, Q5- 4, Q6- 3, Q7- 4, Q8- 1, Q9- 1, Q10- 4
User ID- 1879495079, Username- LEOANELE, Q1- 1, Q2- 1, Q3- 1, Q4- 4, Q5- 2, Q6- 2, Q7- 2, Q8- 1, Q9- 4, Q10- 1
User ID- 1810033449, Username- None, Q1- 1, Q2- 1, Q3- 4, Q4- 4, Q5- 4, Q6- 1, Q7- 4, Q8- 3, Q9- 1, Q10- 1
User ID- 5211113562, Username- None, Q1- 3, Q2- 2, Q3- 3, Q4- 2, Q5- 4, Q6- 3, Q7- 3, Q8- 1, Q9- 4, Q10- 1
User ID- 1782158666, Username- None, Q1- 4, Q2- 3, Q3- 3, Q4- 1, Q5- 4, Q6- 1, Q7- 1, Q8- 1, Q9- 1, Q10- 1
User ID- 967453096, Username- None, Q1- 1, Q2- 1, Q3- 2, Q4- 2, Q5- 2, Q6- 4, Q7- 4, Q8- 1, Q9- 1, Q10- 3
User ID- 1683190735, Username- TataPiv, Q1- 1, Q2- 1, Q3- 3, Q4- 4, Q5- 1, Q6- 2, Q7- 4, Q8- 1, Q9- 1, Q10- 4
User ID- 2131819852, Username- None, Q1- 1, Q2- 1, Q3- 1, Q4- 1, Q5- 2, Q6- 1, Q7- 4, Q8- 1, Q9- 2, Q10- 1
User ID- 592019577, Username- None, Q1- 4, Q2- 1, Q3- 4, Q4- 4, Q5- 4, Q6- 2, Q7- 4, Q8- 2, Q9- 3, Q10- 3
User ID- 1589402523, Username- yulya_hrbp, Q1- 4, Q2- 1, Q3- 3, Q4- 2, Q5- 2, Q6- 3, Q7- 4, Q8- 3, Q9- 2, Q10- 1
User ID- 5511168733, Username- None, Q1- 3, Q2- 1, Q3- 1, Q4- 4, Q5- 4, Q6- 1, Q7- 4, Q8- 2, Q9- 4, Q10- 1
User ID- 5035327671, Username- None, Q1- 4, Q2- 4, Q3- 4, Q4- 2, Q5- 2, Q6- 3, Q7- 4, Q8- 4, Q9- 4, Q10- 3
User ID- 5140327128, Username- None, Q1- 1, Q2- 1, Q3- 1, Q4- 4, Q5- 2, Q6- 1, Q7- 4, Q8- 4, Q9- 2, Q10- 2
User ID- 989572872, Username- MasSV13, Q1- 4, Q2- 1, Q3- 4, Q4- 4, Q5- 1, Q6- 2, Q7- 2, Q8- 1, Q9- 4, Q10- 1
User ID- 451181436, Username- None, Q1- 4, Q2- 1, Q3- 4, Q4- 4, Q5- 2, Q6- 2, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 1458658128, Username- gurovaniura, Q1- 2, Q2- 1, Q3- 4, Q4- 3, Q5- 3, Q6- 2, Q7- 2, Q8- 4, Q9- 4, Q10- 1
User ID- 1759094617, Username- hristja, Q1- 1, Q2- 2, Q3- 1, Q4- 2, Q5- 2, Q6- 1, Q7- 1, Q8- 1, Q9- 1, Q10- 1
User ID- 803177964, Username- ochUmelaya1, Q1- 1, Q2- 1, Q3- 1, Q4- 2, Q5- 1, Q6- 1, Q7- 2, Q8- 2, Q9- 1, Q10- 1
User ID- 171783807, Username- secondofjanuary, Q1- 1, Q2- 2, Q3- 2, Q4- 2, Q5- 2, Q6- 3, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 549024834, Username- aginale, Q1- 2, Q2- 2, Q3- 2, Q4- 1, Q5- 4, Q6- 2, Q7- 3, Q8- 2, Q9- 4, Q10- 3
User ID- 5249944713, Username- MelyanovskayaN, Q1- 4, Q2- 4, Q3- 2, Q4- 2, Q5- 2, Q6- 1, Q7- 2, Q8- 1, Q9- 1, Q10- 1
User ID- 5109517922, Username- None, Q1- 4, Q2- 4, Q3- 3, Q4- 1, Q5- 1, Q6- 1, Q7- 4, Q8- 4, Q9- 1, Q10- 4
User ID- 321653369, Username- None, Q1- 2, Q2- 4, Q3- 4, Q4- 2, Q5- 4, Q6- 2, Q7- 2, Q8- 2, Q9- 2, Q10- 1
User ID- 1266071717, Username- None, Q1- 1, Q2- 2, Q3- 4, Q4- 4, Q5- 2, Q6- 1, Q7- 3, Q8- 1, Q9- 1, Q10- 1
User ID- 1198851361, Username- antipova_pro, Q1- 1, Q2- 2, Q3- 3, Q4- 2, Q5- 4, Q6- 2, Q7- 1, Q8- 1, Q9- 4, Q10- 3
User ID- 2012852527, Username- None, Q1- 2, Q2- 1, Q3- 1, Q4- 4, Q5- 4, Q6- 2, Q7- 1, Q8- 2, Q9- 1, Q10- 4
User ID- 453691042, Username- Alissaboss, Q1- 1, Q2- 2, Q3- 3, Q4- 4, Q5- 2, Q6- 3, Q7- 3, Q8- 4, Q9- 4, Q10- 3
User ID- 5007637579, Username- None, Q1- 1, Q2- 1, Q3- 3, Q4- 2, Q5- 2, Q6- 4, Q7- 4, Q8- 4, Q9- 4, Q10- 4
User ID- 1484103775, Username- Lenelis, Q1- 4, Q2- 1, Q3- 2, Q4- 4, Q5- 2, Q6- 4, Q7- 3, Q8- 3, Q9- 3, Q10- 1
User ID- 2054902946, Username- None, Q1- 1, Q2- 2, Q3- 3, Q4- 2, Q5- 1, Q6- 4, Q7- 4, Q8- 4, Q9- 1, Q10- 4
User ID- 5131216783, Username- None, Q1- 2, Q2- 2, Q3- 4, Q4- 4, Q5- 2, Q6- 2, Q7- 2, Q8- 1, Q9- 4, Q10- 1
User ID- 5278863451, Username- None, Q1- 1, Q2- 3, Q3- 3, Q4- 3, Q5- 3, Q6- 2, Q7- 3, Q8- 3, Q9- 3, Q10- 1
User ID- 393510822, Username- None, Q1- 3, Q2- 3, Q3- 3, Q4- 4, Q5- 4, Q6- 4, Q7- 3, Q8- 2, Q9- 3, Q10- 4
User ID- 5203203390, Username- fisunova_olga, Q1- 1, Q2- 2, Q3- 1, Q4- 1, Q5- 2, Q6- 1, Q7- 3, Q8- 1, Q9- 3, Q10- 1
User ID- 5112714309, Username- None, Q1- 1, Q2- 2, Q3- 4, Q4- 2, Q5- 2, Q6- 4, Q7- 4, Q8- 1, Q9- 2, Q10- 4
User ID- 557148505, Username- Drpetrova_ex, Q1- 2, Q2- 1, Q3- 4, Q4- 1, Q5- 2, Q6- 2, Q7- 1, Q8- 3, Q9- 2, Q10- 1
User ID- 1222433225, Username- None, Q1- 4, Q2- 2, Q3- 4, Q4- 2, Q5- 2, Q6- 1, Q7- 3, Q8- 4, Q9- 2, Q10- 1
User ID- 861881282, Username- nataligorodova, Q1- 1, Q2- 1, Q3- 3, Q4- 4, Q5- 4, Q6- 4, Q7- 4, Q8- 1, Q9- 4, Q10- 1
User ID- 2131100375, Username- None, Q1- 1, Q2- 3, Q3- 3, Q4- 4, Q5- 2, Q6- 3, Q7- 1, Q8- 3, Q9- 1, Q10- 3
User ID- 7132462964, Username- Temafyha, Q1- 4, Q2- 4, Q3- 3, Q4- 4, Q5- 2, Q6- 2, Q7- 2, Q8- 1, Q9- 2, Q10- 1
User ID- 3538171, Username- None, Q1- 1, Q2- 1, Q3- 4, Q4- 4, Q5- 4, Q6- 4, Q7- 4, Q8- 3, Q9- 3, Q10- 4
User ID- 5272262215, Username- None, Q1- 4, Q2- 1, Q3- 4, Q4- 1, Q5- 2, Q6- 4, Q7- 4, Q8- 1, Q9- 2, Q10- 3
